center_2017_11_24_11_25_18_457.jpg,left_2017_11_24_11_25_18_457.jpg,right_2017_11_24_11_25_18_457.jpg,0,0,0,1.89E-06
center_2017_11_24_11_25_18_523.jpg,left_2017_11_24_11_25_18_523.jpg,right_2017_11_24_11_25_18_523.jpg,0,0,0,2.48E-05
center_2017_11_24_11_25_18_593.jpg,left_2017_11_24_11_25_18_593.jpg,right_2017_11_24_11_25_18_593.jpg,0,0,0,2.93E-06
center_2017_11_24_11_25_18_683.jpg,left_2017_11_24_11_25_18_683.jpg,right_2017_11_24_11_25_18_683.jpg,0,0,0,1.74E-06
center_2017_11_24_11_25_18_759.jpg,left_2017_11_24_11_25_18_759.jpg,right_2017_11_24_11_25_18_759.jpg,0,0,0,2.39E-06
center_2017_11_24_11_25_18_843.jpg,left_2017_11_24_11_25_18_843.jpg,right_2017_11_24_11_25_18_843.jpg,0,0,0,5.67E-06
center_2017_11_24_11_25_18_911.jpg,left_2017_11_24_11_25_18_911.jpg,right_2017_11_24_11_25_18_911.jpg,0,0,0,1.03E-05
center_2017_11_24_11_25_18_983.jpg,left_2017_11_24_11_25_18_983.jpg,right_2017_11_24_11_25_18_983.jpg,0,0.148334,0,0.0921872
center_2017_11_24_11_25_19_072.jpg,left_2017_11_24_11_25_19_072.jpg,right_2017_11_24_11_25_19_072.jpg,0,0.2823943,0,0.3194168
center_2017_11_24_11_25_19_139.jpg,left_2017_11_24_11_25_19_139.jpg,right_2017_11_24_11_25_19_139.jpg,0,0.08192457,0,0.4923306
center_2017_11_24_11_25_19_205.jpg,left_2017_11_24_11_25_19_205.jpg,right_2017_11_24_11_25_19_205.jpg,-0.05,0,0,0.4699523
center_2017_11_24_11_25_19_276.jpg,left_2017_11_24_11_25_19_276.jpg,right_2017_11_24_11_25_19_276.jpg,-0.25,0,0,0.4649324
center_2017_11_24_11_25_19_343.jpg,left_2017_11_24_11_25_19_343.jpg,right_2017_11_24_11_25_19_343.jpg,-0.3433326,0,0,0.4610018
center_2017_11_24_11_25_19_411.jpg,left_2017_11_24_11_25_19_411.jpg,right_2017_11_24_11_25_19_411.jpg,-0.140901,0,0,0.4584462
center_2017_11_24_11_25_19_478.jpg,left_2017_11_24_11_25_19_478.jpg,right_2017_11_24_11_25_19_478.jpg,-0.2262077,0,0,0.4540469
center_2017_11_24_11_25_19_547.jpg,left_2017_11_24_11_25_19_547.jpg,right_2017_11_24_11_25_19_547.jpg,-0.2738818,0,0,0.4506774
center_2017_11_24_11_25_19_617.jpg,left_2017_11_24_11_25_19_617.jpg,right_2017_11_24_11_25_19_617.jpg,-0.06702677,0.07112049,0,0.4801595
center_2017_11_24_11_25_19_684.jpg,left_2017_11_24_11_25_19_684.jpg,right_2017_11_24_11_25_19_684.jpg,0,0.2747041,0,0.6347871
center_2017_11_24_11_25_19_752.jpg,left_2017_11_24_11_25_19_752.jpg,right_2017_11_24_11_25_19_752.jpg,0,0.2043097,0,0.8364856
center_2017_11_24_11_25_19_821.jpg,left_2017_11_24_11_25_19_821.jpg,right_2017_11_24_11_25_19_821.jpg,0,0,0,0.8830389
center_2017_11_24_11_25_19_886.jpg,left_2017_11_24_11_25_19_886.jpg,right_2017_11_24_11_25_19_886.jpg,-0.15,0,0,0.8767294
center_2017_11_24_11_25_19_954.jpg,left_2017_11_24_11_25_19_954.jpg,right_2017_11_24_11_25_19_954.jpg,-0.35,0,0,0.8669859
center_2017_11_24_11_25_20_022.jpg,left_2017_11_24_11_25_20_022.jpg,right_2017_11_24_11_25_20_022.jpg,-0.5000001,0,0,0.8585657
center_2017_11_24_11_25_20_090.jpg,left_2017_11_24_11_25_20_090.jpg,right_2017_11_24_11_25_20_090.jpg,-0.6500001,0,0,0.8489511
center_2017_11_24_11_25_20_160.jpg,left_2017_11_24_11_25_20_160.jpg,right_2017_11_24_11_25_20_160.jpg,-0.8500001,0,0,0.8335229
center_2017_11_24_11_25_20_227.jpg,left_2017_11_24_11_25_20_227.jpg,right_2017_11_24_11_25_20_227.jpg,-1,0,0,0.8191205
center_2017_11_24_11_25_20_295.jpg,left_2017_11_24_11_25_20_295.jpg,right_2017_11_24_11_25_20_295.jpg,-0.7955135,0,0,0.813368
center_2017_11_24_11_25_20_364.jpg,left_2017_11_24_11_25_20_364.jpg,right_2017_11_24_11_25_20_364.jpg,-0.5883833,0,0,0.8109448
center_2017_11_24_11_25_20_435.jpg,left_2017_11_24_11_25_20_435.jpg,right_2017_11_24_11_25_20_435.jpg,-0.7883833,0,0,0.7988123
center_2017_11_24_11_25_20_506.jpg,left_2017_11_24_11_25_20_506.jpg,right_2017_11_24_11_25_20_506.jpg,-0.5876799,0,0,0.7958394
center_2017_11_24_11_25_20_591.jpg,left_2017_11_24_11_25_20_591.jpg,right_2017_11_24_11_25_20_591.jpg,-0.3314713,0,0,0.792114
center_2017_11_24_11_25_20_660.jpg,left_2017_11_24_11_25_20_660.jpg,right_2017_11_24_11_25_20_660.jpg,-0.1244668,0,0,0.7866296
center_2017_11_24_11_25_20_727.jpg,left_2017_11_24_11_25_20_727.jpg,right_2017_11_24_11_25_20_727.jpg,0,0.06662577,0,0.8299339
center_2017_11_24_11_25_20_799.jpg,left_2017_11_24_11_25_20_799.jpg,right_2017_11_24_11_25_20_799.jpg,0,0.2760396,0,0.9841089
center_2017_11_24_11_25_20_887.jpg,left_2017_11_24_11_25_20_887.jpg,right_2017_11_24_11_25_20_887.jpg,0,0.1482536,0,1.234395
center_2017_11_24_11_25_20_958.jpg,left_2017_11_24_11_25_20_958.jpg,right_2017_11_24_11_25_20_958.jpg,0,0,0,1.240033
center_2017_11_24_11_25_21_024.jpg,left_2017_11_24_11_25_21_024.jpg,right_2017_11_24_11_25_21_024.jpg,0,0,0,1.23256
center_2017_11_24_11_25_21_093.jpg,left_2017_11_24_11_25_21_093.jpg,right_2017_11_24_11_25_21_093.jpg,0,0,0,1.22513
center_2017_11_24_11_25_21_162.jpg,left_2017_11_24_11_25_21_162.jpg,right_2017_11_24_11_25_21_162.jpg,0,0,0,1.215292
center_2017_11_24_11_25_21_228.jpg,left_2017_11_24_11_25_21_228.jpg,right_2017_11_24_11_25_21_228.jpg,0,0,0,1.207965
center_2017_11_24_11_25_21_298.jpg,left_2017_11_24_11_25_21_298.jpg,right_2017_11_24_11_25_21_298.jpg,0,0,0,1.198266
center_2017_11_24_11_25_21_367.jpg,left_2017_11_24_11_25_21_367.jpg,right_2017_11_24_11_25_21_367.jpg,0,0,0,1.191042
